datetime,instrument,score,label
2024-12-13,SH600015,0.00083215535,0.0
2024-12-13,SZ002371,0.0008319281,0.0
2024-12-13,SH600741,0.0008226,0.0
2024-12-13,SH688187,0.00081983954,0.0
2024-12-13,SZ000063,0.0008086674,0.0
2024-12-13,SZ300957,0.0008052401,0.0
2024-12-13,SZ000568,0.00079866126,0.0
2024-12-13,SH600519,0.00079286844,0.0
2024-12-13,SH601066,0.0007907599,0.0
2024-12-13,SZ002841,0.00078789145,0.0
2024-12-13,SZ000596,0.00078305975,0.0
2024-12-13,SH600016,0.00078151,0.0
2024-12-13,SZ002311,0.00077706575,0.0
2024-12-13,SZ000999,0.0007728487,0.0
2024-12-13,SH600803,0.00076968595,0.0
2024-12-13,SH600010,0.0007690601,0.0
2024-12-13,SZ300122,0.0007637255,0.0
2024-12-13,SH600009,0.00074664876,0.0
2024-12-13,SZ000157,0.000743445,0.0
2024-12-13,SZ002001,0.0007395223,0.0
2024-12-13,SH600674,0.0007366426,0.0
2024-12-13,SZ002415,0.000735607,0.0
2024-12-13,SH603290,0.0007298514,0.0
2024-12-13,SH601319,0.00072920695,0.0
2024-12-13,SZ000333,0.00072914734,0.0
2024-12-13,SH600362,0.00072355196,0.0
2024-12-13,SZ002603,0.0007209517,0.0
2024-12-13,SH603833,0.0007208325,0.0
2024-12-13,SZ300223,0.0007192977,0.0
2024-12-13,SZ000876,0.0007168986,0.0
2024-12-13,SZ300896,0.0007147081,0.0
2024-12-13,SH601229,0.0007146597,0.0
2024-12-13,SH601211,0.0007026829,0.0
2024-12-13,SH603288,0.00070216134,0.0
2024-12-13,SZ000425,0.0006978251,0.0
2024-12-13,SZ300628,0.00069775805,0.0
2024-12-13,SZ300274,0.0006942339,0.0
2024-12-13,SZ002241,0.0006942041,0.0
2024-12-13,SH600837,0.0006787814,0.0
2024-12-13,SH600585,0.00066903606,0.0
2024-12-13,SH601318,0.00066820905,0.0
2024-12-13,SH601336,0.00066097453,0.0
2024-12-13,SH600547,0.000652086,0.0
2024-12-13,SZ002142,0.00065019354,0.0
2024-12-13,SH600760,0.00064281374,0.0
2024-12-13,SH600150,0.0006427616,0.0
2024-12-13,SH600958,0.00063506514,0.0
2024-12-13,SZ002601,0.00060366467,0.0
2024-12-13,SH600036,0.0005999766,0.0
2024-12-13,SH605117,0.0005910918,0.0
2024-12-13,SH600039,0.0005753897,0.0
2024-12-13,SH600660,0.0005730018,0.0
2024-12-13,SZ300832,0.00056936964,0.0
2024-12-13,SZ000938,0.0005604811,0.0
2024-12-13,SH600027,0.0005523376,0.0
2024-12-13,SH600176,0.0005462393,0.0
2024-12-13,SZ002555,0.00052757934,0.0
2024-12-13,SH600919,0.0005178265,0.0
2024-12-13,SZ000800,0.00051370636,0.0
2024-12-13,SH601088,0.00048916414,0.0
2024-12-13,SZ002410,0.0004800819,0.0
2024-12-13,SZ300454,0.0004730709,0.0
2024-12-13,SH600900,0.00047152862,0.0
2024-12-13,SH600460,0.00046679005,0.0
